speed,gear,rpm,throttle,brake,distance,lap,lap_time,best_time,valid_lap
296.9992370605469,9,10868,1.0,0.0,0.0,5,0.036,39.241,False
298.07427978515625,9,10812,1.0,0.0,7.3515625,5,0.126,39.241,False
298.7859802246094,9,10946,1.0,0.0,13.65625,5,0.204,39.241,False
299.4109191894531,9,10907,1.0,0.0,17.734375,5,0.252,39.241,False
299.96051025390625,9,10902,1.0,0.0,22.0859375,5,0.303,39.241,False
300.4727783203125,9,10937,1.0,0.0,26.28125,5,0.354,39.241,False
301.0059509277344,9,10947,1.0,0.0,30.5703125,5,0.405,39.241,False
301.5079650878906,9,10970,1.0,0.0,34.7890625,5,0.456,39.241,False
302.02801513671875,9,10975,1.0,0.0,39.0078125,5,0.507,39.241,False
302.50567626953125,9,11007,1.0,0.0,43.6484375,5,0.561,39.241,False
302.99920654296875,9,11019,1.0,0.0,47.8671875,5,0.612,39.241,False
303.49188232421875,9,11018,1.0,0.0,51.2421875,5,0.657,39.241,False
303.9639587402344,9,11064,1.0,0.0,56.140625,5,0.711,39.241,False
304.41998291015625,9,11091,1.0,0.0,60.7734375,5,0.765,39.241,False
304.9043273925781,9,11078,1.0,0.0,65.0625,5,0.819,39.241,False
305.3317565917969,9,11114,1.0,0.0,69.0078125,5,0.864,39.241,False
305.7837219238281,9,11098,1.0,0.0,73.3203125,5,0.915,39.241,False
306.204833984375,9,11117,1.0,0.0,77.7578125,5,0.969,39.241,False
306.6330871582031,9,11140,1.0,0.0,82.4921875,5,1.02,39.241,False
307.0398864746094,9,11158,1.0,0.0,86.8203125,5,1.074,39.241,False
307.4481506347656,9,11156,1.0,0.0,91.484375,5,1.128,39.241,False
307.8160705566406,9,11188,1.0,0.0,95.765625,5,1.176,39.241,False
308.20050048828125,9,11208,1.0,0.0,100.2109375,5,1.227,39.241,False
308.58721923828125,9,11202,1.0,0.0,104.5078125,5,1.278,39.241,False
308.9527587890625,9,11242,1.0,0.0,109.234375,5,1.332,39.241,False
309.3149108886719,9,11257,1.0,0.0,113.5390625,5,1.383,39.241,False
309.7008056640625,9,11230,1.0,0.0,117.8359375,5,1.431,39.241,False
310.0483703613281,9,11248,1.0,0.0,122.140625,5,1.482,39.241,False
310.3965148925781,9,11268,1.0,0.0,126.4453125,5,1.533,39.241,False
310.73919677734375,9,11290,1.0,0.0,131.25,5,1.587,39.241,False
311.0865783691406,9,11288,1.0,0.0,135.546875,5,1.638,39.241,False
311.4052734375,9,11304,1.0,0.0,139.8515625,5,1.689,39.241,False
311.7333984375,9,11299,1.0,0.0,144.234375,5,1.74,39.241,False
312.0076904296875,9,11335,1.0,0.0,148.53125,5,1.788,39.241,False
312.3260803222656,9,11338,1.0,0.0,152.953125,5,1.839,39.241,False
312.6161804199219,9,11350,1.0,0.0,157.765625,5,1.896,39.241,False
312.89208984375,9,11371,1.0,0.0,162.171875,5,1.947,39.241,False
312.9642639160156,9,11348,1.0,0.1461000144481659,166.546875,5,1.995,39.241,False
312.0233154296875,9,11249,0.9704999923706055,0.3813000023365021,170.921875,5,2.046,39.241,False
308.880126953125,9,11017,0.6568499803543091,0.6708499789237976,175.4921875,5,2.1,39.241,False
304.2490539550781,9,10806,0.31814998388290405,0.7044999599456787,180.1171875,5,2.154,39.241,False
299.3179016113281,9,10585,0.0,0.7013499736785889,184.328125,5,2.205,39.241,False
294.0425720214844,9,10388,0.0,0.7717000246047974,188.390625,5,2.256,39.241,False
288.0091857910156,9,10190,0.0,0.8084999918937683,192.3828125,5,2.304,39.241,False
282.37213134765625,9,9993,0.0,0.7847499847412109,196.9765625,5,2.358,39.241,False
276.9215087890625,9,9810,0.0,0.7743499875068665,200.71875,5,2.406,39.241,False
271.6445617675781,9,9560,0.0,0.7682499885559082,204.921875,5,2.463,39.241,False
266.327880859375,9,9408,0.0,0.7529000043869019,208.671875,5,2.511,39.241,False
261.1533203125,1,10753,1.0,0.7191500067710876,212.34375,5,2.562,39.241,False
256.52557373046875,8,9967,0.0,0.6794999837875366,216.3046875,5,2.616,39.241,False
251.64137268066406,8,9719,0.0,0.6575000286102295,219.8984375,5,2.667,39.241,False
247.0540313720703,1,9801,1.0,0.6265000104904175,223.3671875,5,2.718,39.241,False
242.82643127441406,7,10590,0.0,0.6207500100135803,226.8046875,5,2.769,39.241,False
238.42214965820312,7,10398,0.0,0.6276500225067139,230.1640625,5,2.817,39.241,False
234.0187225341797,7,10223,0.0,0.6224499940872192,233.8125,5,2.874,39.241,False
229.7005157470703,6,11571,0.800000011920929,0.6134999990463257,236.90625,5,2.922,39.241,False
225.51351928710938,6,11339,0.0,0.5930500030517578,240.171875,5,2.973,39.241,False
221.330078125,6,11118,0.0,0.5511000156402588,243.296875,5,3.024,39.241,False
217.3628692626953,1,11014,0.0,0.4797999858856201,246.671875,5,3.078,39.241,False
213.85523986816406,5,12539,0.0,0.4444499909877777,249.6640625,5,3.129,39.241,False
210.40463256835938,5,12317,0.0,0.4585999846458435,252.6171875,5,3.18,39.241,False
206.8735809326172,5,12124,0.0,0.476500004529953,255.6484375,5,3.231,39.241,False
203.21556091308594,5,11904,0.0,0.4731999933719635,258.5,5,3.282,39.241,False
199.73194885253906,5,11646,0.0,0.4722999930381775,261.46875,5,3.333,39.241,False
196.20057678222656,5,11415,0.0,0.4761500060558319,264.0625,5,3.381,39.241,False
192.49957275390625,5,11173,0.0,0.4578999876976013,266.8515625,5,3.432,39.241,False
189.04270935058594,5,11016,0.0,0.43834999203681946,269.359375,5,3.483,39.241,False
185.74635314941406,5,10785,0.0,0.4175499975681305,272.34375,5,3.54,39.241,False
182.55393981933594,5,10607,0.0,0.4016000032424927,274.90625,5,3.591,39.241,False
179.36952209472656,5,10403,0.0,0.39980000257492065,277.46875,5,3.639,39.241,False
176.2089385986328,5,10203,0.0,0.412200003862381,280.09375,5,3.69,39.241,False
172.9384307861328,5,10003,0.0,0.4272000193595886,282.5390625,5,3.741,39.241,False
169.69650268554688,5,9816,0.0,0.4341000020503998,284.9921875,5,3.792,39.241,False
166.29737854003906,5,9562,0.0,0.44209998846054077,287.4609375,5,3.846,39.241,False
162.9354248046875,5,9356,0.0,0.4500499963760376,289.84375,5,3.897,39.241,False
159.6246337890625,5,9188,0.0,0.4438999891281128,292.2421875,5,3.951,39.241,False
156.24676513671875,1,9472,1.0,0.4472000002861023,294.4921875,5,4.002,39.241,False
152.64105224609375,4,10476,0.0,0.43415001034736633,296.6953125,5,4.053,39.241,False
149.0142364501953,4,10261,0.0,0.3919000029563904,298.8046875,5,4.101,39.241,False
145.95216369628906,4,10208,0.0,0.2710999846458435,300.859375,5,4.152,39.241,False
143.37985229492188,4,10079,0.0,0.13385000824928284,303.046875,5,4.206,39.241,False
141.6683807373047,4,9995,0.0,0.037550002336502075,305.015625,5,4.257,39.241,False
140.27003479003906,4,9894,0.0,0.0,307.125,5,4.311,39.241,False
138.92005920410156,4,9805,0.0,0.0,309.0078125,5,4.359,39.241,False
137.54559326171875,4,9716,0.0,0.0,310.9609375,5,4.41,39.241,False
136.2703094482422,4,9604,0.0,0.0,312.84375,5,4.458,39.241,False
135.01846313476562,4,9499,0.0,0.0,314.90625,5,4.515,39.241,False
133.78353881835938,4,9394,0.0,0.0,316.78125,5,4.563,39.241,False
132.62765502929688,4,9289,0.0,0.0,318.65625,5,4.614,39.241,False
131.4022674560547,4,9194,0.0,0.0,320.5625,5,4.665,39.241,False
130.2438507080078,4,9092,0.0,0.0,322.390625,5,4.716,39.241,False
129.04721069335938,4,9092,0.19415000081062317,0.0,324.328125,5,4.77,39.241,False
128.17080688476562,4,9123,0.4043000042438507,0.0,326.1328125,5,4.821,39.241,False
127.57779693603516,4,9092,0.4695500135421753,0.0,327.96875,5,4.872,39.241,False
126.88983154296875,4,9094,0.4821000099182129,0.0,329.8359375,5,4.923,39.241,False
126.44474792480469,4,9027,0.5321000218391418,0.0,331.6796875,5,4.974,39.241,False
126.03763580322266,4,9043,0.628600001335144,0.0,333.40625,5,5.025,39.241,False
125.94270324707031,4,9131,0.7720500230789185,0.0,335.1640625,5,5.076,39.241,False
126.31424713134766,4,9253,0.8960999846458435,0.0,336.984375,5,5.13,39.241,False
126.97555541992188,4,9367,0.9624999761581421,0.0,338.8046875,5,5.181,39.241,False
127.95764923095703,4,9482,1.0,0.0,340.4921875,5,5.229,39.241,False
129.2134246826172,4,9493,1.0,0.0,342.3828125,5,5.28,39.241,False
130.16307067871094,4,9806,1.0,0.0,344.15625,5,5.331,39.241,False
131.431884765625,4,9949,1.0,0.0,346.1328125,5,5.385,39.241,False
133.1830596923828,4,9703,1.0,0.0,347.9765625,5,5.436,39.241,False
