speed,gear,rpm,throttle,brake,distance,lap,lap_time,best_time,valid_lap
286.83184814453125,9,10420,1.0,0.0,0.0,1,0.057,40.751,False
287.45404052734375,9,10429,1.0,0.0,6.29296875,1,0.135,40.751,False
289.2544860839844,9,10504,1.0,0.0,26.55078125,1,0.387,40.751,False
289.583984375,9,10546,1.0,0.0,30.671875,1,0.438,40.751,False
289.98529052734375,9,10523,1.0,0.0,34.71484375,1,0.489,40.751,False
290.3178405761719,9,10551,1.0,0.0,38.82421875,1,0.54,40.751,False
290.65679931640625,9,10559,1.0,0.0,42.94140625,1,0.591,40.751,False
290.9925537109375,9,10563,1.0,0.0,47.05859375,1,0.642,40.751,False
291.3232727050781,9,10577,1.0,0.0,51.2734375,1,0.696,40.751,False
291.6240539550781,9,10616,1.0,0.0,55.45703125,1,0.747,40.751,False
291.9713439941406,9,10604,1.0,0.0,59.453125,1,0.795,40.751,False
292.29150390625,9,10617,1.0,0.0,63.97265625,1,0.852,40.751,False
292.58905029296875,9,10639,1.0,0.0,68.05078125,1,0.9,40.751,False
292.9111633300781,9,10624,1.0,0.0,72.11328125,1,0.951,40.751,False
293.2034912109375,9,10638,1.0,0.0,76.265625,1,1.002,40.751,False
293.4742736816406,9,10663,1.0,0.0,80.5546875,1,1.056,40.751,False
293.74774169921875,9,10665,1.0,0.0,84.4375,1,1.104,40.751,False
293.9840393066406,9,10667,1.0,0.0,88.73828125,1,1.155,40.751,False
294.2027893066406,9,10689,1.0,0.0,93.03515625,1,1.209,40.751,False
294.4340515136719,9,10686,1.0,0.0,97.15625,1,1.26,40.751,False
294.6675720214844,9,10702,1.0,0.0,101.59765625,1,1.314,40.751,False
294.9041442871094,9,10708,1.0,0.0,105.69921875,1,1.362,40.751,False
295.0859680175781,9,10777,1.0,0.0,109.84765625,1,1.413,40.751,False
295.3654479980469,9,10721,1.0,0.0,113.4453125,1,1.461,40.751,False
295.6028747558594,9,10706,1.0,0.0,117.89453125,1,1.515,40.751,False
295.8024597167969,9,10743,1.0,0.0,121.7109375,1,1.563,40.751,False
296.0249328613281,9,10760,1.0,0.0,125.97265625,1,1.611,40.751,False
296.2519836425781,9,10751,1.0,0.0,130.7109375,1,1.671,40.751,False
296.4783020019531,9,10757,1.0,0.0,134.578125,1,1.719,40.751,False
296.6903991699219,9,10765,1.0,0.0,139.09375,1,1.77,40.751,False
296.9013671875,9,10765,1.0,0.034150004386901855,143.6640625,1,1.824,40.751,False
296.7464294433594,9,10751,1.0,0.17030000686645508,147.828125,1,1.875,40.751,False
295.6585998535156,9,10636,0.8938499689102173,0.3662000000476837,151.94140625,1,1.926,40.751,False
292.9176330566406,9,10450,0.47209998965263367,0.5308499932289124,156.0390625,1,1.974,40.751,False
288.9606628417969,9,10279,0.1366499960422516,0.5753999948501587,160.296875,1,2.028,40.751,False
284.63238525390625,9,10104,0.0,0.5847499966621399,164.2890625,1,2.076,40.751,False
280.0653381347656,9,9941,0.0,0.6560999751091003,168.25,1,2.127,40.751,False
275.13775634765625,9,9745,0.0,0.7236000299453735,172.14453125,1,2.178,40.751,False
269.9635925292969,9,9554,0.0,0.7379000186920166,176.31640625,1,2.232,40.751,False
264.8143310546875,9,9380,0.0,0.7350000143051147,179.7421875,1,2.28,40.751,False
259.82427978515625,9,9155,0.0,0.7244499921798706,183.77734375,1,2.334,40.751,False
254.5365753173828,1,9498,1.0,0.7218499779701233,187.3046875,1,2.385,40.751,False
249.9506072998047,8,9687,0.0,0.71875,191.09375,1,2.439,40.751,False
245.01754760742188,8,9513,0.0,0.7222999930381775,194.54296875,1,2.487,40.751,False
240.14878845214844,8,9290,0.0,0.7167999744415283,197.921875,1,2.538,40.751,False
235.571044921875,7,10274,0.0,0.7152000069618225,201.25390625,1,2.589,40.751,False
230.91810607910156,7,9980,0.0,0.7096499800682068,204.5078125,1,2.637,40.751,False
226.1068572998047,7,9859,0.0,0.6952499747276306,208.01171875,1,2.694,40.751,False
221.49839782714844,7,9632,0.0,0.6758999824523926,211.25,1,2.745,40.751,False
217.02740478515625,7,9458,0.0,0.6340999603271484,214.12109375,1,2.793,40.751,False
213.04884338378906,6,10734,0.0,0.5870000123977661,217.26953125,1,2.844,40.751,False
209.1580810546875,6,10537,0.0,0.5277000069618225,220.2890625,1,2.895,40.751,False
205.76161193847656,5,11939,0.800000011920929,0.4526500105857849,223.15625,1,2.946,40.751,False
202.27093505859375,5,11781,0.0,0.38609999418258667,226.15234375,1,2.997,40.751,False
199.2438507080078,5,11731,0.0,0.36410000920295715,229.2265625,1,3.054,40.751,False
196.41453552246094,5,11536,0.0,0.36480000615119934,231.98046875,1,3.102,40.751,False
193.53195190429688,5,11383,0.0,0.3770500123500824,234.6953125,1,3.153,40.751,False
190.6219482421875,5,11224,0.0,0.3890500068664551,237.39453125,1,3.204,40.751,False
187.73617553710938,5,11028,0.0,0.39100000262260437,240.03125,1,3.252,40.751,False
184.82469177246094,5,10842,0.0,0.39079999923706055,242.67578125,1,3.303,40.751,False
181.89173889160156,5,10699,0.0,0.3977000117301941,245.375,1,3.357,40.751,False
179.03822326660156,5,10481,0.0,0.4016000032424927,247.90234375,1,3.408,40.751,False
176.11044311523438,5,10325,0.0,0.41165000200271606,250.3984375,1,3.459,40.751,False
173.15560913085938,5,10155,0.0,0.4186500012874603,252.8984375,1,3.51,40.751,False
170.2069854736328,5,9982,0.0,0.41725000739097595,255.328125,1,3.561,40.751,False
167.2914581298828,5,9815,0.0,0.40869998931884766,257.921875,1,3.615,40.751,False
164.44883728027344,5,9646,0.0,0.3942500054836273,260.125,1,3.663,40.751,False
161.69363403320312,5,9466,0.0,0.39434999227523804,262.52734375,1,3.717,40.751,False
158.87623596191406,5,9304,0.0,0.39375001192092896,264.70703125,1,3.765,40.751,False
156.0939178466797,5,9148,0.0,0.39489999413490295,266.9921875,1,3.816,40.751,False
153.3162384033203,5,8960,0.0,0.3960999846458435,269.19140625,1,3.867,40.751,False
150.51730346679688,5,8771,0.0,0.39480000734329224,271.43359375,1,3.921,40.751,False
147.57237243652344,5,8608,0.0,0.3894999921321869,273.55859375,1,3.972,40.751,False
144.7953643798828,5,8430,0.0,0.38085001707077026,275.59375,1,4.023,40.751,False
142.142578125,5,8298,0.0,0.3465000092983246,277.59765625,1,4.071,40.751,False
139.85488891601562,5,8281,0.2349500060081482,0.2095000147819519,279.75390625,1,4.128,40.751,False
138.61911010742188,5,8258,0.40035000443458557,0.1773500144481659,281.69140625,1,4.176,40.751,False
137.36474609375,5,8157,0.3593500256538391,0.22910001873970032,283.60546875,1,4.227,40.751,False
135.9792022705078,5,8071,0.3227500021457672,0.21185001730918884,285.59765625,1,4.281,40.751,False
134.62127685546875,5,8001,0.323199987411499,0.1779000163078308,287.5703125,1,4.332,40.751,False
133.62628173828125,5,7980,0.3313000202178955,0.06380000710487366,289.4453125,1,4.383,40.751,False
133.104736328125,5,7950,0.35839998722076416,0.0,291.2890625,1,4.431,40.751,False
132.66873168945312,5,7934,0.37129998207092285,0.0,293.125,1,4.482,40.751,False
132.23260498046875,5,7902,0.38464999198913574,0.0,295.14453125,1,4.536,40.751,False
131.72630310058594,5,7891,0.38600000739097595,0.0,296.98046875,1,4.587,40.751,False
131.24935913085938,5,7856,0.3869999945163727,0.0,298.81640625,1,4.638,40.751,False
