speed,gear,rpm,throttle,brake,distance,lap,lap_time,best_time,valid_lap
272.8938293457031,7,12216,1.0,0.0,0.0,3,0.045,40.052,False
273.7473449707031,7,12231,1.0,0.0,6.1015625,3,0.126,40.052,False
274.4168701171875,7,12304,1.0,0.0,12.6171875,3,0.21,40.052,False
274.86077880859375,7,12311,1.0,0.0,16.4765625,3,0.261,40.052,False
275.3017272949219,7,12313,1.0,0.0,20.3046875,3,0.309,40.052,False
275.7467041015625,7,12318,1.0,0.0,24.1328125,3,0.36,40.052,False
276.1573791503906,7,12347,1.0,0.0,28.0625,3,0.411,40.052,False
276.5582275390625,7,12383,1.0,0.0,31.890625,3,0.462,40.052,False
276.9720153808594,7,12371,1.0,0.0,35.8671875,3,0.513,40.052,False
277.34075927734375,7,12403,1.0,0.0,40.078125,3,0.57,40.052,False
277.70855712890625,7,12413,1.0,0.0,43.90625,3,0.618,40.052,False
278.06683349609375,7,12427,1.0,0.0,47.7421875,3,0.669,40.052,False
278.4303283691406,7,12434,1.0,0.0,51.5703125,3,0.72,40.052,False
278.74517822265625,7,12467,1.0,0.0,55.4609375,3,0.768,40.052,False
279.0693664550781,7,12478,1.0,0.0,58.9375,3,0.816,40.052,False
279.39892578125,7,12479,1.0,0.0,63.296875,3,0.873,40.052,False
279.7066345214844,7,12495,1.0,0.0,67.421875,3,0.924,40.052,False
279.9969177246094,7,12504,1.0,0.0,71.484375,3,0.975,40.052,False
280.3035583496094,7,12508,1.0,0.0,75.2109375,3,1.023,40.052,False
280.5854187011719,7,12535,1.0,0.0,79.7890625,3,1.083,40.052,False
280.85980224609375,7,12542,1.0,0.0,83.4921875,3,1.131,40.052,False
281.11163330078125,7,12556,1.0,0.0,87.5078125,3,1.179,40.052,False
281.3731994628906,7,12553,1.0,0.0,91.6328125,3,1.233,40.052,False
281.59649658203125,7,12580,1.0,0.0,95.3671875,3,1.281,40.052,False
281.837646484375,7,12589,1.0,0.0,99.375,3,1.332,40.052,False
282.0538024902344,7,12588,1.0,0.0,103.5,3,1.386,40.052,False
282.2789611816406,7,12604,1.0,0.0,107.5859375,3,1.437,40.052,False
282.4559020996094,7,12626,1.0,0.0,111.4921875,3,1.488,40.052,False
282.671142578125,7,12616,1.0,0.0,115.3984375,3,1.536,40.052,False
282.89306640625,7,12612,1.0,0.0,119.6953125,3,1.593,40.052,False
283.0567626953125,7,12641,1.0,0.0,123.6328125,3,1.641,40.052,False
283.23602294921875,7,12656,1.0,0.0,127.5546875,3,1.692,40.052,False
283.41448974609375,7,12648,1.0,0.0,131.515625,3,1.743,40.052,False
283.58526611328125,7,12655,1.0,0.0,135.4453125,3,1.794,40.052,False
283.7437438964844,7,12663,1.0,0.0,139.4609375,3,1.845,40.052,False
283.9110412597656,7,12656,1.0,0.030650019645690918,143.4140625,3,1.896,40.052,False
283.6646728515625,7,12639,0.9633499979972839,0.18470001220703125,147.3203125,3,1.947,40.052,False
282.3477478027344,7,12457,0.54544997215271,0.3409000039100647,151.3984375,3,1.998,40.052,False
279.44940185546875,7,12258,0.14305001497268677,0.44760000705718994,155.484375,3,2.049,40.052,False
275.64031982421875,7,12075,0.0,0.5187000036239624,159.75,3,2.103,40.052,False
271.4681091308594,7,11850,0.0,0.5702999830245972,163.2109375,3,2.151,40.052,False
266.7619323730469,7,11660,0.0,0.6238999962806702,167.3359375,3,2.205,40.052,False
262.0798645019531,7,11409,0.0,0.6832500100135803,171.15625,3,2.256,40.052,False
257.1088562011719,7,11210,0.0,0.7155500054359436,174.7734375,3,2.307,40.052,False
251.8174285888672,7,11000,0.0,0.7140499949455261,178.7578125,3,2.364,40.052,False
246.43447875976562,7,10684,0.0,0.7135000228881836,182.2578125,3,2.415,40.052,False
241.57522583007812,7,10491,0.0,0.7044500112533569,186.0625,3,2.469,40.052,False
